fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,ph,sulphates,alcohol,quality,type
0.142462300205994,2.18866446400268,-2.19266375510471,-0.744720785192258,0.569913952190335,-1.10005519223097,-1.44624721020492,1.03491316497404,1.81294997139708,0.193081910246498,-0.915393708652846,5,red
0.451001010798382,3.28198233904062,-2.19266375510471,-0.597594077620892,1.19788250632519,-0.311296125454904,-0.862402248309921,0.701432322361402,-0.11506417365602,0.999501691167798,-0.58002349000728,5,red
0.451001010798382,2.55310375568199,-1.91740510037435,-0.660648380865763,1.0266183551975,-0.87469545886638,-1.09240177875341,0.768128490883923,0.258099854418771,0.797896745937473,-0.58002349000728,5,red
3.07358005083368,-0.362410577752516,1.6609574111204,-0.744720785192258,0.541369927002388,-0.762015592184085,-0.986248149317952,1.10160933349656,-0.36384019237255,0.327485207066714,-0.58002349000728,6,red
0.142462300205994,2.18866446400268,-2.19266375510471,-0.744720785192258,0.569913952190335,-1.10005519223097,-1.44624721020492,1.03491316497404,1.81294997139708,0.193081910246498,-0.915393708652846,5,red
0.142462300205994,1.94570493621647,-2.19266375510471,-0.765738886273882,0.541369927002388,-0.987375325548675,-1.34009358076947,1.03491316497404,1.81294997139708,0.193081910246498,-0.915393708652846,5,red
0.52813568844648,1.58126564453716,-1.77977577300916,-0.807775088437129,0.3701057758747,-0.87469545886638,-1.00394042089053,0.568039985316324,0.506875873135301,-0.478934573854586,-0.915393708652846,5,red
0.0653276225578967,1.88496505426992,-2.19266375510471,-0.891847492763624,0.255929675122908,-0.87469545886638,-1.67624674064841,-0.0322255313863984,1.06662191524749,-0.411732925444478,-0.412338380684498,7,red
0.451001010798382,1.45978588064405,-2.05503442773953,-0.723702684110634,0.484281876626491,-1.21273505891326,-1.72932355536614,0.701432322361402,0.880039901210095,0.260283558656606,-0.831551153991455,7,red
0.219596977854091,0.973866825071634,0.284664137468574,0.138039460235937,0.427193826250596,-0.762015592184085,-0.243172743269765,1.03491316497404,0.817845896530964,1.8059214720891,0.00687439262245961,5,red
-0.397480443330686,1.45978588064405,-1.64214644564398,-0.765738886273882,1.16933848113724,-0.87469545886638,-0.897786791455072,0.401299564010022,0.382487863777036,0.058678613426281,-1.08307881797563,5,red
0.219596977854091,0.973866825071634,0.284664137468574,0.138039460235937,0.427193826250596,-0.762015592184085,-0.243172743269765,1.03491316497404,0.817845896530964,1.8059214720891,0.00687439262245961,5,red
-1.24596189745975,1.67237546745698,-2.19266375510471,-0.807775088437129,0.940986279633659,-0.818355525525232,-1.00394042089053,-0.132269784170216,2.24830800415101,-0.0757246833939359,-0.496180935345889,5,red
0.451001010798382,1.64200552648371,-0.197038508309565,-0.807775088437129,1.65458690933236,-1.21273505891326,-1.5347085680678,0.901520827928964,0.258099854418771,6.91324675125734,-1.16692137263702,5,red
1.29948246492745,1.70274540843026,-0.953999808818069,-0.345376864641408,3.42431647098513,1.20988207475608,0.517594934350997,1.30169783906416,-0.36384019237255,2.34353465936997,-1.08307881797563,5,red
1.29948246492745,1.70274540843026,-0.885185145135478,-0.324358763559784,3.25305231985744,1.15354214141493,0.570671749068724,1.30169783906416,-0.301646187693419,2.67954290142051,-1.08307881797563,5,red
0.990943754335062,-0.362410577752516,1.6609574111204,-0.765738886273882,1.0266183551975,0.252103207956571,-0.22548047169719,0.734780406622662,0.506875873135301,1.46991323003856,0.00687439262245961,7,red
0.682405043742674,1.33830611675095,-0.265853171992156,-0.786756987355505,8.90476930707114,-0.818355525525232,-1.05701723560826,0.701432322361402,-0.674810215768213,5.0316005957743,-0.999236263314237,5,red
0.142462300205994,1.5205257625906,-1.64214644564398,-0.219268258151666,0.855354204069815,-1.38175485893671,-1.5347085680678,0.901520827928964,1.00442791056836,-0.210127980214153,-1.25076392729841,4,red
0.52813568844648,-0.119451049966307,1.31688409270744,-0.765738886273882,8.13408062699655,-0.762015592184085,-1.05701723560826,0.734780406622662,-1.11016824852214,3.68756762757213,-1.08307881797563,6,red
1.29948246492745,-0.72684986943183,1.11044010165967,-0.765738886273882,0.598457977378283,-0.0859363920903144,-0.986248149317952,0.701432322361402,1.06662191524749,-0.00852303498382742,-0.915393708652846,6,red
0.296731655502188,0.305728123659559,-0.0594091809443827,-0.660648380865763,0.741178103318023,-0.4239759921372,-0.791633162019617,1.16830550201908,1.87514397607621,0.797896745937473,-0.663866044668672,5,red
0.52813568844648,0.548687651445768,-0.747555817770296,-0.807775088437129,1.42623470782877,-1.15639512557212,-1.3931703954872,0.634736153838881,-0.301646187693419,2.54513960460029,-0.831551153991455,5,red
0.990943754335062,0.913126943125081,-1.43570245459621,-0.660648380865763,0.798266153693919,-1.21273505891326,-0.862402248309921,0.701432322361402,-0.301646187693419,-0.00852303498382742,-0.915393708652846,5,red
-0.243211088034491,0.366468005606111,-1.22925846354843,-0.63963027978414,0.826810178881867,-0.536655858819495,-1.34009358076947,0.701432322361402,1.31539793396402,0.663493449117256,-0.663866044668672,6,red
-0.706019153923075,0.305728123659559,-1.09162913618325,-0.849811290600377,0.684090052942127,-1.10005519223097,-1.64086219750326,0.267907226964981,0.75565189185183,0.193081910246498,-0.999236263314237,5,red
0.296731655502188,0.427207887552663,-0.541111826722522,-0.765738886273882,0.684090052942127,-1.494434725619,-1.85316945637417,0.501343816793803,0.382487863777036,0.394686855476822,-0.831551153991455,5,red
0.52813568844648,0.548687651445768,-0.747555817770296,-0.807775088437129,1.42623470782877,-1.15639512557212,-1.3931703954872,0.634736153838881,-0.301646187693419,2.54513960460029,-0.831551153991455,5,red
-0.0889417327382977,2.24940434594923,-2.19266375510471,-0.744720785192258,0.684090052942127,-0.931035392207527,-1.42855493863235,0.834824659406443,1.56417395268055,0.125880261836389,-0.915393708652846,5,red
0.451001010798382,1.85459511329664,-2.19266375510471,-0.723702684110634,0.741178103318023,-1.26907499225441,-1.76470809851129,0.568039985316324,1.00442791056836,0.394686855476822,-0.58002349000728,6,red
-0.397480443330686,2.0368147591363,-1.71096110932657,-0.63963027978414,0.940986279633659,-0.762015592184085,-0.597018174721283,0.367951479748762,0.817845896530964,0.058678613426281,-0.328495826023106,5,red
-0.243211088034491,2.09755464108285,-2.19266375510471,-0.618612178702516,1.39769068264083,-0.480315925478347,-1.3931703954872,0.634736153838881,1.50197994800142,0.260283558656606,0.0907169472838507,6,red
0.836674399038869,1.91533499524319,-1.36688779091362,-0.660648380865763,0.769722128505971,-0.87469545886638,-0.0485577559714309,0.634736153838881,-0.301646187693419,0.865098394347582,-0.58002349000728,5,red
-0.243211088034491,1.61163558551043,-1.36688779091362,1.10487210999063,0.484281876626491,0.533802874662308,-0.579325903148707,1.53513442889298,1.43978594332229,-0.0757246833939359,-0.915393708652846,6,red
-1.55450060805214,-0.119451049966307,-0.47229716303993,-0.765738886273882,1.34060263226493,-0.987375325548675,-1.16317086504371,0.334603395487502,1.00442791056836,0.125880261836389,-1.08307881797563,5,red
0.451001010798382,1.85459511329664,-2.19266375510471,0.0119308537461949,0.855354204069815,-1.43809479227786,-1.72932355536614,1.30169783906416,1.12881591992662,0.125880261836389,-0.747708599330064,6,red
0.451001010798382,1.58126564453716,-1.22925846354843,-0.63963027978414,0.855354204069815,-1.55077465896015,-1.78240037008387,0.934868912190261,1.25320392928489,0.461888503886931,0.258402056606635,6,red
0.682405043742674,0.244988241713006,-0.265853171992156,-0.702684583029011,0.284473700310856,-0.987375325548675,-1.51701629649523,0.701432322361402,0.0715178403813755,1.33550993321834,-0.663866044668672,7,red
-1.16882721981166,4.80047938770443,-1.57333178196139,-0.828793189518753,3.31014037023334,-1.32541492559556,-1.71163128379356,-0.232314036953997,1.75075596671795,-0.34453127703437,-0.58002349000728,4,red
0.0653276225578967,0.670167415338872,0.284664137468574,0.0960032580726898,0.512825901814439,-1.04371525888982,-0.508556816858403,1.03491316497404,0.693457887172699,2.00752641731942,0.00687439262245961,5,red
0.0653276225578967,0.670167415338872,0.284664137468574,0.0960032580726898,0.512825901814439,-1.04371525888982,-0.508556816858403,1.03491316497404,0.693457887172699,2.00752641731942,0.00687439262245961,5,red
1.22234778727935,1.64200552648371,-0.128223844626974,-0.555557875457645,0.912442254445711,-0.762015592184085,-1.23393995133401,0.968216996451521,0.258099854418771,-0.142926331804044,-0.999236263314237,4,red
0.219596977854091,0.913126943125081,-0.816370481452887,-0.597594077620892,7.87718440030501,-1.26907499225441,-1.80009264165644,0.701432322361402,-0.0528701689768893,2.47793795619018,0.00687439262245961,6,red
