country,year,value
Spain,2016,0
Spain,2017,0
Estonia,1960,0
Estonia,1961,0
Estonia,1962,0
Estonia,1963,0
Estonia,1964,0
Estonia,1965,0
Estonia,1966,0
Estonia,1967,0
Estonia,1968,0
Estonia,1969,0
Estonia,1970,0
Estonia,1971,0
Estonia,1972,0
Estonia,1973,0
Estonia,1974,0
Estonia,1975,0
Estonia,1976,0
Estonia,1977,0
Estonia,1978,0
Estonia,1979,0
Estonia,1980,0
Estonia,1981,0
Estonia,1982,0
Estonia,1983,0
Estonia,1984,0
Estonia,1985,0
Estonia,1986,0
Estonia,1987,0
Estonia,1988,0
Estonia,1989,0
Estonia,1990,0
Estonia,1991,0
Estonia,1992,0
Estonia,1993,0
Estonia,1994,0
Estonia,1995,0
Estonia,1996,0
Estonia,1997,0
Estonia,1998,2117.48109
Estonia,1999,2138.44928
Estonia,2000,1905.4494
Estonia,2001,1926.34618
Estonia,2002,2212.28218
Estonia,2003,2197.55406
Estonia,2004,2470.75829
Estonia,2005,2457.10214
Estonia,2006,2603.43909
Estonia,2007,2745.05982
Estonia,2008,2969.53373
Estonia,2009,3229.0105
Estonia,2010,3060.60631
Estonia,2011,3396.66342
Estonia,2012,3460.62053
Estonia,2013,3338.5099
Estonia,2014,3284.44776
Estonia,2015,3189.1924
Estonia,2016,0
Estonia,2017,0
Ethiopia,1960,0
Ethiopia,1961,0
Ethiopia,1962,0
Ethiopia,1963,0
Ethiopia,1964,0
Ethiopia,1965,0
Ethiopia,1966,0
Ethiopia,1967,0
Ethiopia,1968,0
Ethiopia,1969,0
Ethiopia,1970,0
Ethiopia,1971,0
Ethiopia,1972,0
Ethiopia,1973,0
Ethiopia,1974,0
Ethiopia,1975,0
Ethiopia,1976,0
Ethiopia,1977,0
Ethiopia,1978,0
Ethiopia,1979,0
Ethiopia,1980,0
Ethiopia,1981,0
Ethiopia,1982,0
Ethiopia,1983,0
Ethiopia,1984,0
Ethiopia,1985,0
Ethiopia,1986,0
Ethiopia,1987,0
Ethiopia,1988,0
Ethiopia,1989,0
Ethiopia,1990,0
Ethiopia,1991,0
Ethiopia,1992,0
Ethiopia,1993,0
Ethiopia,1994,0
Ethiopia,1995,0
Ethiopia,1996,0
Ethiopia,1997,0
Ethiopia,1998,0
Ethiopia,1999,0
Ethiopia,2000,0
Ethiopia,2001,0
Ethiopia,2002,0
Ethiopia,2003,0
Ethiopia,2004,0
Ethiopia,2005,20.98986
Ethiopia,2006,0
Ethiopia,2007,19.9649
Ethiopia,2008,0
Ethiopia,2009,0
Ethiopia,2010,42.26728
Ethiopia,2011,0
Ethiopia,2012,0
Ethiopia,2013,45.12264
Ethiopia,2014,0
Ethiopia,2015,0
Ethiopia,2016,0
Ethiopia,2017,0
European Union,1960,0
European Union,1961,0
European Union,1962,0
European Union,1963,0
European Union,1964,0
European Union,1965,0
European Union,1966,0
European Union,1967,0
European Union,1968,0
European Union,1969,0
European Union,1970,0
European Union,1971,0
European Union,1972,0
European Union,1973,0
European Union,1974,0
European Union,1975,0
European Union,1976,0
European Union,1977,0
European Union,1978,0
European Union,1979,0
European Union,1980,0
European Union,1981,0
European Union,1982,0
European Union,1983,0
European Union,1984,0
European Union,1985,0
European Union,1986,0
European Union,1987,0
European Union,1988,0
European Union,1989,0
European Union,1990,0
European Union,1991,0
European Union,1992,0
European Union,1993,0
European Union,1994,0
European Union,1995,0
European Union,1996,2030.18081369687
European Union,1997,2084.17412278845
European Union,1998,2109.17551329429
European Union,1999,2225.84626846368
European Union,2000,2269.1346127672
European Union,2001,2389.31284831459
European Union,2002,2456.2053465467
European Union,2003,2559.61508464276
European Union,2004,2689.64938791416
European Union,2005,2789.10601352585
European Union,2006,2876.05877718701
European Union,2007,2938.41793855947
European Union,2008,3081.57059260901
European Union,2009,3135.25668062116
European Union,2010,3221.99836925453
European Union,2011,3239.65634006749
European Union,2012,3343.72474556818
European Union,2013,3435.7535990056
European Union,2014,3487.32245077579
European Union,2015,3485.4150820148
European Union,2016,0
European Union,2017,0
Fragile and conflict affected situations,1960,0
Fragile and conflict affected situations,1961,0
Fragile and conflict affected situations,1962,0
Fragile and conflict affected situations,1963,0
Fragile and conflict affected situations,1964,0
Fragile and conflict affected situations,1965,0
Fragile and conflict affected situations,1966,0
Fragile and conflict affected situations,1967,0
Fragile and conflict affected situations,1968,0
Fragile and conflict affected situations,1969,0
Fragile and conflict affected situations,1970,0
Fragile and conflict affected situations,1971,0
Fragile and conflict affected situations,1972,0
Fragile and conflict affected situations,1973,0
Fragile and conflict affected situations,1974,0
Fragile and conflict affected situations,1975,0
Fragile and conflict affected situations,1976,0
Fragile and conflict affected situations,1977,0
Fragile and conflict affected situations,1978,0
Fragile and conflict affected situations,1979,0
Fragile and conflict affected situations,1980,0
Fragile and conflict affected situations,1981,0
Fragile and conflict affected situations,1982,0
Fragile and conflict affected situations,1983,0
Fragile and conflict affected situations,1984,0
Fragile and conflict affected situations,1985,0
Fragile and conflict affected situations,1986,0
Fragile and conflict affected situations,1987,0
Fragile and conflict affected situations,1988,0
Fragile and conflict affected situations,1989,0
Fragile and conflict affected situations,1990,0
Fragile and conflict affected situations,1991,0
Fragile and conflict affected situations,1992,0
Fragile and conflict affected situations,1993,0
Fragile and conflict affected situations,1994,0
Fragile and conflict affected situations,1995,0
Fragile and conflict affected situations,1996,0
Fragile and conflict affected situations,1997,0
Fragile and conflict affected situations,1998,0
Fragile and conflict affected situations,1999,0
Fragile and conflict affected situations,2000,0
Fragile and conflict affected situations,2001,0
Fragile and conflict affected situations,2002,0
Fragile and conflict affected situations,2003,0
Fragile and conflict affected situations,2004,0
Fragile and conflict affected situations,2005,0
Fragile and conflict affected situations,2006,0
Fragile and conflict affected situations,2007,0
Fragile and conflict affected situations,2008,0
Fragile and conflict affected situations,2009,0
Fragile and conflict affected situations,2010,0
Fragile and conflict affected situations,2011,0
Fragile and conflict affected situations,2012,0
Fragile and conflict affected situations,2013,0
Fragile and conflict affected situations,2014,0
Fragile and conflict affected situations,2015,0
Fragile and conflict affected situations,2016,0
Fragile and conflict affected situations,2017,0
Finland,1960,0
Finland,1961,0
Finland,1962,0
Finland,1963,0
Finland,1964,0
Finland,1965,0
Finland,1966,0
Finland,1967,0
Finland,1968,0
Finland,1969,0
Finland,1970,0
Finland,1971,0
Finland,1972,0
Finland,1973,0
Finland,1974,0
Finland,1975,0
Finland,1976,0
Finland,1977,0
Finland,1978,0
Finland,1979,0
Finland,1980,0
Finland,1981,0
Finland,1982,0
Finland,1983,0
Finland,1984,0
Finland,1985,0
Finland,1986,0
Finland,1987,0
Finland,1988,0
Finland,1989,0
Finland,1990,0
Finland,1991,0
Finland,1992,0
Finland,1993,0
Finland,1994,0
Finland,1995,0
Finland,1996,0
Finland,1997,5151.61683
Finland,1998,5905.13249
Finland,1999,6326.68962
Finland,2000,6731.88277
Finland,2001,7109.64323
Finland,2002,7427.94337
Finland,2003,8002.60846
Finland,2004,7841.79882
Finland,2005,7544.64803
Finland,2006,7673.05548
Finland,2007,7373.23969
Finland,2008,7692.44228
Finland,2009,7648.88133
Finland,2010,7717.4749
Finland,2011,7413.63475
Finland,2012,7460.10245
Finland,2013,7187.92619
Finland,2014,6985.94438
Finland,2015,6816.7699
Finland,2016,0
Finland,2017,0
Fiji,1960,0
Fiji,1961,0
Fiji,1962,0
Fiji,1963,0
Fiji,1964,0
Fiji,1965,0
Fiji,1966,0
Fiji,1967,0
Fiji,1968,0
Fiji,1969,0
Fiji,1970,0
Fiji,1971,0
Fiji,1972,0
Fiji,1973,0
Fiji,1974,0
Fiji,1975,0
Fiji,1976,0
Fiji,1977,0
Fiji,1978,0
Fiji,1979,0
Fiji,1980,0
Fiji,1981,0
Fiji,1982,0
Fiji,1983,0
Fiji,1984,0
Fiji,1985,0
Fiji,1986,0
Fiji,1987,0
Fiji,1988,0
Fiji,1989,0
Fiji,1990,0
Fiji,1991,0
Fiji,1992,0
Fiji,1993,0
Fiji,1994,0
Fiji,1995,0
Fiji,1996,0
Fiji,1997,0
Fiji,1998,0
Fiji,1999,0
Fiji,2000,0
Fiji,2001,0
Fiji,2002,0
Fiji,2003,0
Fiji,2004,0
Fiji,2005,0
Fiji,2006,0
Fiji,2007,0
Fiji,2008,0
Fiji,2009,0
Fiji,2010,0
Fiji,2011,0
Fiji,2012,0
Fiji,2013,0
Fiji,2014,0
Fiji,2015,0
Fiji,2016,0
Fiji,2017,0
France,1960,0
France,1961,0
France,1962,0
France,1963,0
France,1964,0
France,1965,0
France,1966,0
France,1967,0
France,1968,0
France,1969,0
France,1970,0
France,1971,0
France,1972,0
France,1973,0
France,1974,0
France,1975,0
France,1976,0
France,1977,0
France,1978,0
France,1979,0
France,1980,0
France,1981,0
France,1982,0
France,1983,0
France,1984,0
France,1985,0
France,1986,0
France,1987,0
France,1988,0
France,1989,0
France,1990,0
France,1991,0
France,1992,0
France,1993,0
France,1994,0
France,1995,0
France,1996,2649.18224
France,1997,2638.28223
France,1998,2645.38383
France,1999,2714.09473
France,2000,2897.42654
France,2001,2970.46248
France,2002,3103.08065
France,2003,3188.46222
France,2004,3325.36438
France,2005,3306.6814
France,2006,3418.13213
France,2007,3580.19482
France,2008,3653.99215
France,2009,3741.42203
France,2010,3867.99292
France,2011,3939.51136
France,2012,4073.40585
France,2013,4169.84829
France,2014,4168.78202
France,2015,0
France,2016,0
France,2017,0
Faroe Islands,1960,0
Faroe Islands,1961,0
Faroe Islands,1962,0
Faroe Islands,1963,0
Faroe Islands,1964,0
Faroe Islands,1965,0
Faroe Islands,1966,0
Faroe Islands,1967,0
Faroe Islands,1968,0
Faroe Islands,1969,0
Faroe Islands,1970,0
Faroe Islands,1971,0
Faroe Islands,1972,0
Faroe Islands,1973,0
Faroe Islands,1974,0
Faroe Islands,1975,0
Faroe Islands,1976,0
Faroe Islands,1977,0
Faroe Islands,1978,0
Faroe Islands,1979,0
Faroe Islands,1980,0
Faroe Islands,1981,0
Faroe Islands,1982,0
Faroe Islands,1983,0
Faroe Islands,1984,0
Faroe Islands,1985,0
Faroe Islands,1986,0
Faroe Islands,1987,0
Faroe Islands,1988,0
